1521,1294,1000
1523,1291,1000
1525,1288,1000
1527,1285,1000
1529,1282,1000
1531,1279,1000
1533,1276,1000
1534,1273,1000
1536,1270,1000
1538,1267,1000
1540,1264,1000
1542,1261,1000
1543,1258,1000
1545,1255,1000
1547,1253,1000
1548,1250,1000
1550,1247,1000
1551,1244,1000
1553,1241,1000
1555,1238,1000
1556,1236,1000
1557,1233,1000
1559,1230,1000
1560,1227,1000
1562,1225,1000
1563,1222,1000
1564,1219,1000
1568,1222,1000
1572,1225,1000
1576,1228,1000
1580,1231,1000
1583,1234,1000
1587,1237,1000
1591,1240,1000
1595,1243,1000
1599,1246,1000
1603,1249,1000
1606,1252,1000
1610,1255,1000
1614,1259,1000
1618,1262,1000
1622,1265,1000
1625,1268,1000
1629,1271,1000
1633,1274,1000
1637,1277,1000
1640,1281,1000
1644,1284,1000
1648,1287,1000
1652,1290,1000
1656,1293,1000
1659,1297,1000
1663,1300,1000
1667,1303,1000
1671,1306,1000
1674,1310,1000
1678,1313,1000
1682,1316,1000
1686,1320,1000
1689,1323,1000
1693,1326,1000
1697,1330,1000
1701,1333,1000
1704,1336,1000
1708,1340,1000
1712,1343,1000
1715,1346,1000
1719,1350,1000
1723,1353,1000
1727,1356,1000
1730,1360,1000
1734,1363,1000
1738,1367,1000
1741,1370,1000
1745,1373,1000
1749,1377,1000
1752,1380,1000
1756,1384,1000
1760,1388,1000
1764,1391,1000
1768,1395,1000
1772,1399,1000
1776,1403,1000
1780,1406,1000
1784,1410,1000
1788,1414,1000
1792,1418,1000
1796,1421,1000
1800,1425,1000
1804,1429,1000
1808,1433,1000
1812,1437,1000
1816,1441,1000
1820,1444,1000
1824,1448,1000
1828,1452,1000
1831,1456,1000
1835,1460,1000
1839,1463,1000
1843,1467,1000
1847,1471,1000
1851,1475,1000
1854,1479,1000
1858,1483,1000
1862,1487,1000
1866,1490,1000
1869,1494,1000
1873,1498,1000
1877,1502,1000
1880,1506,1000
1884,1510,1000
1888,1514,1000
1891,1517,1000
1895,1521,1000
1899,1525,1000
1902,1529,1000
1906,1533,1000
1909,1537,1000
1913,1541,1000
1916,1545,1000
1920,1549,1000
1923,1552,1000
1927,1556,1000
1930,1560,1000
1934,1564,1000
1937,1568,1000
1940,1572,1000
1938,1573,1000
1935,1574,1000
1932,1575,1000
1929,1575,1000
1927,1576,1000
1924,1577,1000
1921,1578,1000
1918,1579,1000
1915,1580,1000
1913,1581,1000
1910,1582,1000
1907,1583,1000
1904,1584,1000
1901,1586,1000
1899,1587,1000
1896,1588,1000
1893,1589,1000
1890,1590,1000
1887,1591,1000
1884,1593,1000
1882,1594,1000
1879,1595,1000
1876,1596,1000
1873,1598,1000
1870,1599,1000
1867,1600,1000
1864,1602,1000
1861,1603,1000
1859,1605,1000
1856,1606,1000
1853,1608,1000
1850,1609,1000
1847,1610,1000
1844,1612,1000
1841,1614,1000
1838,1615,1000
1835,1617,1000
1832,1618,1000
1829,1620,1000
1826,1622,1000
1823,1623,1000
1820,1625,1000
1817,1627,1000
1814,1628,1000
1811,1630,1000
1808,1632,1000
1805,1634,1000
1802,1636,1000
1799,1638,1000
1795,1640,1000
1792,1642,1000
1788,1644,1000
1784,1647,1000
1781,1649,1000
1777,1652,1000
1773,1654,1000
1769,1657,1000
1766,1660,1000
1762,1662,1000
1758,1665,1000
1754,1668,1000
1750,1671,1000
1746,1674,1000
1742,1677,1000
1738,1680,1000
1734,1683,1000
1730,1686,1000
1726,1689,1000
1722,1692,1000
1718,1696,1000
1713,1699,1000
1709,1702,1000
1705,1706,1000
1701,1709,1000
1696,1713,1000
1692,1717,1000
1687,1721,1000
1683,1725,1000
1678,1729,1000
1674,1733,1000
1669,1737,1000
1664,1741,1000
1660,1746,1000
1655,1750,1000
1650,1755,1000
1645,1760,1000
1640,1765,1000
1635,1770,1000
1630,1776,1000
1624,1781,1000
1619,1787,1000
1614,1793,1000
1608,1799,1000
1603,1806,1000
1597,1813,1000
1591,1821,1000
1585,1829,1000
1579,1838,1000
1573,1847,1000
1566,1858,1000
1566,1857,1000
1566,1857,1000
1566,1856,1000
1566,1856,1000
1565,1855,1000
1565,1855,1000
1565,1854,1000
1565,1854,1000
1565,1853,1000
1565,1853,1000
1564,1852,1000
1564,1852,1000
1564,1851,1000
1564,1851,1000
1564,1850,1000
1563,1850,1000
1563,1849,1000
1563,1849,1000
1563,1848,1000
1563,1848,1000
1563,1847,1000
1562,1847,1000
1562,1846,1000
1562,1846,1000
1562,1845,1000
1562,1845,1000
1561,1844,1000
1561,1844,1000
1561,1843,1000
1561,1843,1000
1561,1842,1000
1561,1842,1000
1560,1841,1000
1560,1841,1000
1560,1840,1000
1560,1840,1000
1560,1839,1000
1560,1839,1000
1559,1838,1000
1559,1838,1000
1559,1837,1000
1559,1837,1000
1559,1837,1000
1558,1836,1000
1558,1836,1000
1558,1835,1000
1558,1835,1000
1558,1834,1000
1557,1834,2000
