1538,1632,1000
1538,1632,1000
1538,1632,1000
1538,1632,1000
1538,1632,2000
1540,1629,2000
1543,1627,2000
1545,1625,2000
1548,1623,2000
1550,1621,2000
1553,1619,2000
1555,1617,2000
1558,1616,2000
1560,1614,2000
1563,1612,2000
1566,1611,2000
1568,1609,2000
1571,1608,2000
1574,1606,2000
1577,1605,2000
1579,1604,2000
1582,1602,2000
1585,1601,2000
1588,1600,2000
1591,1599,2000
1594,1598,2000
1597,1597,2000
1600,1597,2000
1602,1596,2000
1605,1595,2000
1608,1594,2000
1611,1594,2000
1614,1594,2000
1617,1593,2000
1620,1593,2000
1624,1593,2000
1627,1592,2000
1630,1592,2000
1633,1592,2000
1636,1592,2000
1639,1592,2000
1642,1593,2000
1645,1593,2000
1648,1593,2000
1652,1593,2000
1655,1594,2000
1658,1595,2000
1661,1595,2000
1664,1596,2000
1667,1596,2000
1670,1597,2000
1674,1598,2000
1677,1599,2000
1680,1600,2000
1683,1601,2000
1686,1602,2000
1689,1603,2000
1692,1605,2000
1696,1606,2000
1699,1607,2000
1702,1609,2000
1705,1610,2000
1708,1612,2000
1711,1613,2000
1714,1615,2000
1717,1617,2000
1720,1618,2000
1723,1620,2000
1726,1622,2000
1729,1624,2000
1732,1626,2000
1734,1628,2000
1737,1630,2000
1740,1632,2000
1743,1634,2000
1745,1636,2000
1748,1638,2000
1751,1641,2000
1753,1643,2000
1756,1645,2000
1758,1648,2000
1761,1650,2000
1763,1652,2000
1766,1655,2000
1768,1657,2000
1770,1660,2000
1772,1662,2000
1775,1665,2000
1777,1668,2000
1779,1670,2000
1781,1673,2000
1783,1675,2000
1785,1678,2000
1786,1681,2000
1788,1683,2000
1790,1686,2000
1791,1689,2000
1793,1692,2000
1795,1695,2000
1796,1697,2000
1797,1700,2000
1799,1703,2000
1800,1706,2000
1801,1709,2000
1802,1711,2000
1803,1714,2000
1804,1717,2000
1805,1720,2000
1806,1723,2000
1807,1726,2000
1807,1728,2000
1808,1731,2000
1808,1734,2000
1808,1737,2000
1809,1740,2000
1809,1743,2000
1809,1746,2000
1809,1748,2000
